id,hub,sport,team,opponent,event,competition,round_or_type,start_date,end_date,start_time,venue,city,country,home_away,watch,logo,image,link,source_name,source_url,data_status,notes
73,Darts,Darts,PDC,,Premier League Night 16,Professional Darts Corporation,PDC Premier League,2026-05-21,,TBC,Utilita Arena,Sheffield,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
74,Darts,Darts,PDC,,International Darts Open (ET 7),Professional Darts Corporation,PDC European Tour,2026-05-22,2026-05-24,TBC,WT Energiesysteme Arena,Riesa,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
75,Darts,Darts,PDC,,Premier League Play-Offs,Professional Darts Corporation,PDC Premier League,2026-05-28,,TBC,The O2,London,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
76,Darts,Darts,PDC,,Baltic Sea Darts Open (ET 8),Professional Darts Corporation,PDC European Tour,2026-05-29,2026-05-31,TBC,Wunderino Arena,Kiel,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
77,Darts,Darts,PDC,,Nordic Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-06-05,2026-06-06,TBC,Forum Copenhagen,Copenhagen,Denmark,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
78,Darts,Darts,PDC,,World Cup of Darts,Professional Darts Corporation,PDC Main Event,2026-06-11,2026-06-14,TBC,Eissporthalle,Frankfurt,Germany,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
79,Darts,Darts,PDC,,Slovak Darts Open (ET 9),Professional Darts Corporation,PDC European Tour,2026-06-19,2026-06-21,TBC,Incheba Expo,Bratislava,Slovakia,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
80,Darts,Darts,PDC,,US Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-06-25,2026-06-26,TBC,The Theater at Madison Square Garden,New York,United States,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
81,Darts,Darts,PDC,,North American Darts Championships,Professional Darts Corporation,PDC Qualifier,2026-06-26,,TBC,The Theater at Madison Square Garden,New York,United States,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
82,Darts,Darts,PDC,,European Darts Open (ET 10),Professional Darts Corporation,PDC European Tour,2026-07-10,2026-07-12,TBC,Ostermann Arena,Leverkusen,Germany,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
83,Darts,Darts,PDC,,World Matchplay,Professional Darts Corporation,PDC Main Event,2026-07-18,2026-07-26,TBC,Winter Gardens,Blackpool,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
84,Darts,Darts,PDC,,Women's World Matchplay,Professional Darts Corporation,PDC Main Event,2026-07-26,,TBC,Winter Gardens,Blackpool,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
85,Darts,Darts,PDC,,New Zealand Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-08-14,2026-08-15,TBC,Spark Arena,Auckland,New Zealand,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
86,Darts,Darts,PDC,,Australian Darts Masters,Professional Darts Corporation,PDC World Series of Darts,2026-08-21,2026-08-22,TBC,WIN Entertainment Centre,Wollongong,Australia,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
87,Darts,Darts,PDC,,Hungarian Darts Trophy (ET 11),Professional Darts Corporation,PDC European Tour,2026-08-28,2026-08-30,TBC,MVM Dome,Budapest,Hungary,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
88,Darts,Darts,PDC,,Czech Darts Open (ET 12),Professional Darts Corporation,PDC European Tour,2026-09-04,2026-09-06,TBC,PVA Expo,Prague,Czechia,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
89,Darts,Darts,PDC,,Flanders Darts Trophy (ET 13),Professional Darts Corporation,PDC European Tour,2026-09-11,2026-09-13,TBC,Antwerp Xpo,Antwerp,Belgium,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
90,Darts,Darts,PDC,,World Series of Darts Finals,Professional Darts Corporation,PDC World Series of Darts,2026-09-17,2026-09-20,TBC,AFAS Live,Amsterdam,Netherlands,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
91,Darts,Darts,PDC,,World Grand Prix,Professional Darts Corporation,PDC Main Event,2026-09-28,2026-10-04,TBC,Mattioli Arena,Leicester,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
92,Darts,Darts,PDC,,Swiss Darts Trophy (ET 14),Professional Darts Corporation,PDC European Tour,2026-10-09,2026-10-11,TBC,St Jakobshalle,Basel,Switzerland,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
93,Darts,Darts,PDC,,Dutch Darts Championship (ET 15),Professional Darts Corporation,PDC European Tour,2026-10-16,2026-10-18,TBC,MECC,Maastricht,Netherlands,,PDC TV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
94,Darts,Darts,PDC,,European Championship,Professional Darts Corporation,PDC European Tour,2026-10-22,2026-10-25,TBC,Westfalenhalle,Dortmund,Germany,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
95,Darts,Darts,PDC,,Grand Slam of Darts,Professional Darts Corporation,PDC Main Event,2026-11-14,2026-11-22,TBC,WV Active Aldersley,Wolverhampton,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
96,Darts,Darts,PDC,,Players Championship Finals,Professional Darts Corporation,PDC Main Event,2026-11-27,2026-11-29,TBC,Butlin's Minehead Resort,Minehead,England,,ITV / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
97,Darts,Darts,PDC,,World Darts Championships,Professional Darts Corporation,PDC Main Event,2026-12-01,2027-01-03,TBC,TBC London,London,England,,Sky Sports / DAZN / Viaplay,darts-logo.webp,darts-bg.webp,https://www.pdc.tv/calendar/,Darts-UK / PDC,https://darts-uk.co.uk/pdc-calendar.html,confirmed,Check official PDC site for latest changes; PDC calendar notes events are subject to change.
